0.079085,-0.023999,0.065851,0.056699,-0.033121,-0.023604,0.010573,-0.003535,0.074515,-0.070931,-0.075362,-0.063733,0.074807,-0.024640,0.018015,-0.079683,0.075319,0.000394,0.047364,-0.075350,-0.048160,-0.042376,-0.036379,0.017328,0.039304,-0.052373,-0.041836,-0.009705,0.048652,0.076431,-0.069005,-0.079924,0.040040,-0.000029,-0.047127,-0.010730,-0.004171,0.030202,-0.063433,0.053702,0.012870,0.040296,0.070403,0.072405,0.014094,-0.006062,0.052756,-0.073693,0.074884,0.049834,-0.009856,-0.040917,0.016239,0.026593,0.073655,0.049804,0.005309,-0.031019,-0.037057,-0.076890,0.066828,-0.080390,0.012771,0.018958,-0.047012,0.006722,0.030563,-0.080134,-0.034662,-0.012233,-0.038535,0.010357,-0.062510,-0.004861,-0.006867,0.039773,0.017139,0.009458,0.074955,-0.031988,-0.014748,-0.002120,0.052966,0.019950,-0.059972,0.053726,0.033847,-0.072893,0.056044,0.004347,0.047756,0.080823,0.021687,0.070505,0.045437,0.072382,-0.030225,-0.028834,-0.044631,-0.039363,-0.012525,-0.076950,0.044255,0.018984,-0.007790,0.070513,-0.056897,0.048236,0.066622,0.021353,-0.016516,0.054263,-0.058114,-0.038278,-0.055575,0.069911,0.078543,-0.016899,-0.057219,-0.000773,0.032040,0.033629,0.038799,-0.058675,-0.053566,0.031339,-0.011647,0.006154
-0.002228,-0.011636,0.013310,-0.046414,-0.027451,-0.042930,-0.020373,0.077953,-0.067741,-0.037834,0.072211,-0.055868,-0.062626,-0.037564,0.061861,-0.075654,0.009885,0.077902,-0.021163,0.017430,-0.065596,-0.044242,-0.002696,0.073476,0.072747,0.012453,-0.067427,-0.070998,-0.075089,0.058710,-0.071873,-0.071476,-0.074199,0.024874,0.004647,0.001836,-0.045678,0.006673,0.031967,-0.017576,-0.015585,-0.002276,-0.055981,0.001029,0.039926,-0.005749,-0.058512,-0.061847,0.028777,0.076333,-0.045585,-0.027982,0.076745,-0.039728,0.036295,-0.042897,-0.074470,0.010859,-0.004710,-0.038301,0.061693,-0.047902,0.071030,0.079530,0.051725,0.071426,0.025086,-0.028410,-0.055620,0.026088,0.024420,-0.009285,0.045467,0.026412,-0.067835,-0.045011,-0.079644,0.034520,-0.078476,-0.034351,-0.052748,-0.003831,-0.034607,-0.045244,0.063427,-0.058579,-0.045741,-0.057802,0.037869,-0.047581,-0.015783,0.009574,0.046155,0.024219,-0.051913,-0.055641,-0.004822,-0.051004,0.050462,-0.079753,-0.003478,-0.008017,-0.052196,0.021564,-0.026191,0.045140,0.074807,-0.011611,0.014302,0.074263,0.038267,-0.042192,0.031773,-0.034985,-0.073147,0.028057,-0.017825,-0.062784,0.047683,0.005957,0.076151,0.060302,0.031365,0.062593,-0.065928,0.045851,0.062955,0.045223
-0.047283,-0.045179,0.034813,0.038302,0.064082,0.043615,0.017578,-0.064651,0.043941,-0.019483,-0.039202,-0.035872,0.044857,-0.034126,-0.000810,0.039243,-0.039939,0.062071,0.042082,-0.043522,0.074728,0.068429,0.005216,-0.038670,0.023112,0.023464,0.052052,-0.061994,0.007174,0.072707,0.044265,-0.000080,-0.056233,-0.034925,-0.001827,-0.027762,-0.031133,-0.001688,0.019572,0.079018,0.023924,-0.030974,-0.071988,0.012589,-0.010867,-0.042855,0.060711,-0.015013,-0.017291,0.080880,-0.014814,0.033779,-0.008529,0.059436,0.040728,0.026213,0.047290,0.061691,-0.070809,0.067469,-0.011141,-0.041836,-0.033974,0.042494,0.016876,-0.021314,0.000666,0.045061,0.030905,0.067944,0.063864,-0.039330,-0.024755,0.020591,-0.005242,-0.064914,0.021151,-0.079124,0.069407,-0.023817,-0.006181,-0.042820,0.026362,-0.046925,0.055581,-0.077473,0.035250,-0.044822,-0.062766,-0.010951,0.019616,0.028335,0.030715,-0.012844,0.043303,0.014156,0.049243,-0.028335,-0.079767,-0.067039,-0.059122,0.028821,-0.009855,-0.071342,0.010947,-0.033798,-0.010693,-0.068490,0.072412,-0.005613,-0.038254,-0.070744,0.067936,-0.035931,-0.058561,0.058666,0.059758,-0.076979,-0.062706,0.015393,-0.019884,-0.060343,-0.025409,-0.015933,0.059724,0.019431,-0.014794,-0.080958
0.051617,-0.036457,0.064021,0.022095,0.060729,0.004498,-0.001370,0.075801,-0.027873,0.028245,0.022735,-0.013213,-0.049030,-0.061787,0.016267,-0.079406,0.050554,-0.001606,-0.062342,-0.047976,-0.049543,0.053174,0.080572,0.051931,-0.046579,0.060707,-0.067646,0.072322,0.077689,-0.002638,-0.008755,0.079811,-0.043420,-0.071777,0.002676,-0.026263,-0.074311,-0.040212,-0.046809,-0.068874,-0.018756,0.026352,0.003051,0.017173,-0.035275,0.034960,0.058955,-0.043063,-0.079056,0.068902,0.028274,-0.008097,0.021010,-0.051848,0.003450,-0.017715,-0.053037,0.039274,-0.064017,0.069790,-0.066756,-0.018518,0.001128,-0.062562,0.007460,-0.067619,-0.033186,-0.073840,0.009990,-0.013841,0.014286,0.023995,-0.028953,-0.040197,-0.005700,-0.077557,0.003871,-0.077221,0.080844,-0.055567,0.037187,0.006569,-0.069297,-0.031353,-0.067807,0.056980,-0.064770,0.033516,-0.021058,-0.004971,0.057828,-0.056192,-0.000933,-0.078701,-0.001426,0.016262,-0.074234,-0.054030,-0.049938,0.011387,0.076654,0.042597,-0.039193,-0.017710,-0.045298,-0.020108,0.057775,-0.007928,0.064937,-0.019109,0.009108,0.065349,0.066337,0.075555,0.016705,0.031428,0.066462,-0.007343,-0.075390,0.035850,-0.076276,0.057748,0.079515,0.036298,-0.016022,-0.076175,0.061968,-0.023270
0.005763,0.036098,0.004766,0.010071,0.014138,-0.068803,0.031522,-0.039240,-0.007984,-0.062343,-0.080147,0.030818,-0.078070,-0.029342,0.048290,-0.065433,0.029984,0.027039,0.075836,-0.034317,0.045674,0.065819,0.011797,0.012234,-0.011463,0.009397,-0.027996,0.065314,-0.020958,0.042840,0.008074,-0.019429,0.013032,-0.004901,0.056451,0.049770,-0.013994,0.021014,0.073603,0.045279,-0.076188,0.060319,0.076937,0.047716,-0.016317,0.032546,0.045404,0.039971,0.051788,0.006995,-0.072568,-0.051411,-0.077034,0.066251,0.011888,0.009649,0.013599,-0.070179,0.004505,-0.068347,-0.059055,-0.015681,-0.064880,0.027014,0.080347,-0.048950,-0.024658,0.032784,-0.073523,-0.055573,-0.056625,0.057214,-0.076645,-0.025771,-0.077276,-0.029287,0.077391,-0.010124,0.056001,0.030323,-0.063425,0.028200,-0.011835,0.006430,-0.053851,0.053746,0.013869,-0.013924,0.014757,0.005940,-0.025079,0.072717,0.048703,0.016101,-0.012362,0.028608,0.054668,-0.003695,0.060651,0.052577,0.043280,0.048353,0.069530,-0.078957,-0.025095,0.078705,-0.036979,0.073348,-0.050018,0.062434,-0.042561,-0.020320,-0.043933,0.067268,-0.025998,0.050394,-0.037850,0.015221,-0.012363,-0.021551,-0.045885,-0.000170,0.017858,0.015494,-0.060957,0.051520,0.038782,0.079615
-0.003810,-0.024571,-0.019513,0.072852,-0.042692,-0.072335,-0.067569,-0.022739,0.011423,0.064762,0.028893,0.001304,-0.062286,0.039802,0.034923,-0.072706,-0.047448,0.066653,0.038921,0.070141,0.079121,0.058503,0.001731,-0.045782,-0.029226,0.014131,-0.054961,0.003993,0.080679,-0.010308,-0.068526,0.027502,0.079029,0.035083,-0.067917,0.068521,-0.064468,0.022485,-0.011322,0.006268,-0.080183,0.012652,0.080056,0.006512,-0.024850,0.004918,-0.074815,0.040929,-0.051233,0.076287,-0.026488,-0.051995,0.040416,0.029995,-0.061601,-0.000013,0.012349,0.011615,-0.045936,-0.036013,0.075238,0.037806,-0.038666,0.009025,-0.054485,0.036862,-0.046667,0.046854,0.014419,-0.031679,0.045314,-0.047534,-0.043719,-0.003451,-0.060616,-0.023400,0.009448,0.004728,0.006014,-0.056435,-0.062335,0.054127,0.068124,0.008149,-0.000646,-0.013627,-0.003691,-0.033694,0.063548,0.053400,0.050746,0.050379,0.059273,-0.054760,0.076431,0.060373,0.041114,-0.007634,-0.067749,0.054773,0.008755,-0.054082,-0.054388,0.045471,-0.041857,0.011688,-0.007832,-0.027849,0.046400,-0.037469,0.018692,0.062479,0.002407,-0.069486,0.048083,0.016910,-0.059939,-0.067216,0.033748,-0.022654,-0.056530,0.012311,0.061656,0.019715,0.078612,-0.074374,0.044710,-0.007705
-0.005086,0.062619,-0.058120,0.038312,-0.046591,-0.073044,0.073271,0.012051,-0.067723,0.034602,0.058351,-0.052022,0.005470,0.025135,-0.078520,-0.034229,0.028810,0.077355,-0.008614,-0.014583,0.055874,-0.031975,-0.007201,0.049270,-0.060342,0.011563,0.047941,0.045016,-0.009159,0.028361,0.064706,0.043328,-0.016276,-0.008567,-0.004006,-0.030724,0.056953,-0.062760,0.061785,-0.025842,0.033591,-0.024284,0.080278,-0.054196,-0.043548,0.000511,-0.005194,0.074656,-0.020572,-0.056461,-0.007480,0.022016,-0.075625,0.051979,0.075134,-0.070358,0.051661,-0.059304,-0.072419,-0.075370,0.037654,0.062182,-0.063589,0.031711,-0.020510,-0.067358,-0.068003,0.012628,0.033820,-0.074800,0.076136,0.044127,-0.041617,-0.071822,0.006150,0.039882,-0.031544,-0.067379,0.044144,-0.007840,0.016761,-0.019802,-0.043558,-0.021954,-0.063669,-0.045813,-0.037236,-0.078935,0.030819,-0.054426,0.063676,-0.007894,0.058694,-0.043332,0.072335,-0.056142,-0.005233,-0.045971,-0.059363,-0.014865,-0.073564,-0.001097,-0.007122,0.016625,-0.032981,0.027204,-0.068676,0.004610,0.045360,-0.073119,-0.003607,-0.058902,-0.027713,0.029263,-0.017871,-0.006371,-0.065387,0.075170,-0.002433,-0.039366,-0.014590,-0.059188,-0.045509,-0.065182,-0.013935,0.013989,0.080578,0.024655
0.002849,-0.016034,-0.055811,0.057283,-0.002869,0.023771,-0.067573,-0.002410,0.054304,0.026330,-0.004450,-0.037511,-0.017121,-0.019017,0.057924,-0.052197,0.029774,-0.018914,0.010166,0.018128,-0.064709,0.020377,0.023158,0.052421,0.045907,-0.080941,0.059350,0.013429,-0.004604,0.022011,-0.029894,-0.043837,-0.006069,0.007559,-0.054772,-0.020150,0.040854,-0.048164,0.052231,-0.033697,-0.017748,-0.053991,-0.075117,0.057803,0.031861,-0.017469,0.074189,0.065172,0.069953,0.063275,0.077166,0.080555,-0.001032,0.019032,-0.011561,0.022003,0.013306,-0.058050,0.078540,-0.070293,0.066890,-0.031801,-0.024755,0.017903,0.044966,-0.017295,-0.075112,0.042063,0.055771,-0.005359,0.002574,-0.013754,-0.010336,0.075342,0.064815,0.020150,-0.071299,-0.007016,-0.002611,0.004066,0.035470,-0.029625,0.055514,0.051096,0.024718,0.058925,-0.009434,-0.011970,-0.004266,-0.000770,-0.068834,-0.064643,-0.006716,0.024902,-0.024079,0.061041,0.038981,-0.063555,-0.066711,0.025280,-0.028228,-0.054056,0.042907,0.032567,-0.046987,-0.068059,-0.036120,0.061472,0.064293,0.009593,-0.016172,-0.057917,-0.071684,-0.067444,-0.077298,-0.047966,-0.041163,-0.029703,0.034768,-0.030892,-0.010920,-0.036833,0.017607,-0.016520,-0.058306,-0.008464,-0.045456,0.077568
-0.060611,-0.074244,0.061867,-0.073065,-0.074322,-0.025492,0.019005,-0.012798,0.072193,0.071612,-0.021591,0.031730,-0.074996,-0.055247,0.005790,-0.069012,-0.036220,0.057739,0.017164,-0.073602,0.028841,0.002338,-0.018130,0.056859,0.022652,-0.009476,-0.062527,-0.017110,0.049406,0.000203,-0.040455,-0.062171,-0.050576,-0.069810,0.023069,-0.012140,0.015652,-0.062129,-0.041798,0.030471,-0.007214,0.022261,0.034954,-0.027135,-0.047099,0.031447,0.060347,0.036027,-0.005428,-0.063453,-0.009641,0.059543,-0.003835,-0.053571,-0.036388,0.076757,-0.036133,0.008288,0.075459,-0.016138,0.050734,-0.005143,-0.063720,0.055560,-0.062851,0.033402,0.026645,-0.079229,0.051045,0.037980,0.005729,-0.003081,0.050946,-0.056485,0.073130,-0.000233,0.000495,0.069185,0.072855,0.007514,0.005709,0.029135,-0.027563,0.070477,-0.060716,-0.005709,-0.018703,-0.049556,-0.024807,-0.026900,-0.068178,0.040631,-0.001954,0.061058,0.080825,-0.045427,0.025751,-0.063707,0.051874,0.047725,0.023427,-0.014660,-0.019456,0.067166,0.009440,0.000229,-0.056281,-0.008180,-0.007116,0.065912,0.025487,-0.012053,0.004471,-0.053816,0.078337,-0.075879,-0.039052,0.041361,0.058929,0.077784,-0.019861,0.033534,-0.020051,-0.012187,0.076834,-0.051881,0.062552,-0.019986
0.072021,-0.076039,-0.064776,0.055444,-0.080767,0.038118,0.052753,-0.008052,0.015546,-0.033761,-0.041877,-0.003101,-0.011647,0.005173,0.013375,0.027190,0.035394,-0.019495,0.058693,-0.052050,0.001273,0.041434,0.026112,-0.046193,0.023951,-0.071867,0.001783,-0.026650,-0.046232,0.065036,0.065196,0.080413,0.068710,0.037151,-0.028078,-0.057386,-0.066028,0.073191,0.016162,0.021996,0.026007,-0.048533,0.055373,0.006566,-0.068080,0.073113,0.005314,-0.008275,-0.059778,0.000326,-0.044915,-0.046141,-0.027584,0.041118,0.016405,-0.049005,0.017559,0.026723,0.021417,-0.028251,-0.068265,0.064243,0.032578,0.065002,-0.067987,0.042359,0.061916,-0.047418,-0.010091,-0.050902,0.008110,0.017789,0.037059,-0.042183,0.023886,0.054280,0.072264,-0.011982,-0.035231,0.007375,0.033912,-0.008537,-0.043171,0.001552,-0.048117,0.006432,-0.071721,-0.044874,-0.076326,0.063765,-0.000625,0.043901,0.021991,0.032325,0.046484,-0.054103,0.003341,-0.080567,-0.039987,0.060299,0.013895,-0.005056,-0.002096,-0.077717,-0.049321,0.026591,-0.021817,0.034818,-0.019332,0.035898,-0.021061,-0.062208,-0.025043,-0.054913,-0.070592,0.021904,-0.075378,-0.007298,-0.071944,0.015290,-0.060450,0.051515,0.066120,0.023660,0.000358,-0.022478,0.004889,-0.007014
